"calf_id","calf_sex","weight","sample_week","agro_ecological_zones"
"CA031010278","F","33",11,"Bukati (10)"
"CA031010276","M","35",16,"Bukati (10)"
"CA031010277","F","29",11,"Bukati (10)"
"CA010210032","F","59",31,"Kidera (2)"
"CA010210033","F","44",31,"Kidera (2)"
"CA010210035","F","30",16,"Kidera (2)"
"CA010210031","F","NA",36,"Kidera (2)"
"CA041510426","M","44.5",11,"Namboboto (15)"
"CA041510425","F","32",26,"Namboboto (15)"
"CA041510421","M","NA",36,"Namboboto (15)"
"CA041510427","M","34",11,"Namboboto (15)"
"CA052010575","F","33.5",16,"Magombe East (20)"
"CA052010574","F","32",26,"Magombe East (20)"
"CA052010572","M","62",31,"Magombe East (20)"
"CA052010576","M","25",11,"Magombe East (20)"
"CA020510127","F","33",11,"Kamunuoit (5)"
"CA020510129","F","30",6,"Kamunuoit (5)"
"CA020510126","F","34",16,"Kamunuoit (5)"
"CA020510125","F","32",16,"Kamunuoit (5)"
"CA020510128","M","25",6,"Kamunuoit (5)"
"CA031110304","F","37",26,"Ikonzo (11)"
"CA031110301","F","47",31,"Ikonzo (11)"
"CA031110305","M","35",26,"Ikonzo (11)"
"CA031110303","F","40",31,"Ikonzo (11)"
"CA031110302","M","52",31,"Ikonzo (11)"
"CA030810215","F","44",31,"Igero (8)"
"CA030810213","M","NA",36,"Igero (8)"
"CA030810212","M","NA",36,"Igero (8)"
"CA031310363","M","52",31,"Yiro West (13)"
"CA031310367","M","25",6,"Yiro West (13)"
"CA031310364","F","38.5",31,"Yiro West (13)"
"CA031310362","M","NA",36,"Yiro West (13)"
"CA031310361","M","NA",41,"Yiro West (13)"
"CA031310366","F","28",26,"Yiro West (13)"
"CA031310368","M","21.5",6,"Yiro West (13)"
"CA010110001","F","NA",41,"East Siboti (1)"
"CA010110011","F","29",6,"East Siboti (1)"
"CA010110008","M","30",16,"East Siboti (1)"
"CA010110007","F","64",26,"East Siboti (1)"
"CA010110004","F","NA",36,"East Siboti (1)"
"CA010110012","M","15",6,"East Siboti (1)"
"CA010110005","F","50",31,"East Siboti (1)"
"CA010110006","F","45.5",26,"East Siboti (1)"
"CA010110009","F","33.5",16,"East Siboti (1)"
"CA010110010","M","30",11,"East Siboti (1)"
"CA020610151","M","NA",36,"Karisa (6)"
"CA020610156","M","48",26,"Karisa (6)"
"CA020610152","M","NA",41,"Karisa (6)"
"CA020610153","F","NA",36,"Karisa (6)"
"CA031210331","M","NA",41,"Bumala A (12)"
"CA031210334","M","52",26,"Bumala A (12)"
"CA031210333","M","46",31,"Bumala A (12)"
"CA041610451","F","NA",36,"Ojwando B (16)"
"CA041610452","F","46",31,"Ojwando B (16)"
"CA020410092","M","NA",41,"Mabusi (4)"
"CA020410094","F","47",31,"Mabusi (4)"
"CA020410095","M","36",16,"Mabusi (4)"
"CA030710182","M","NA",36,"Otimong (7)"
"CA030710186","M","65",26,"Otimong (7)"
"CA030710185","M","65",31,"Otimong (7)"
"CA030710181","F","NA",41,"Otimong (7)"
"CA030710184","M","49.5",31,"Otimong (7)"
"CA051910541","F","NA",41,"Bujwanga (19)"
"CA041710482","M","NA",41,"Kodiere (17)"
"CA010310063","M","NA",36,"Kokare (3)"
"CA010310062","F","NA",36,"Kokare (3)"
"CA010310065","F","39",16,"Kokare (3)"
"CA010310061","F","NA",41,"Kokare (3)"
"CA030910242","F","NA",41,"Bulwani (9)"
"CA030910243","F","NA",36,"Bulwani (9)"
"CA030910241","F","NA",41,"Bulwani (9)"
"CA030910244","M","28",16,"Bulwani (9)"
"CA051810511","M","NA",41,"Luanda (18)"
"CA051810515","F","35",31,"Luanda (18)"
"CA031410393","F","47",31,"Simur East (14)"
"CA031410395","F","38",16,"Simur East (14)"
"CA031410392","F","42",31,"Simur East (14)"
"CA031410394","M","36.5",16,"Simur East (14)"
"CA031410391","M","NA",41,"Simur East (14)"
"CA010210039","M","32",11,"Kidera (2)"
"CA010210040","F","27",6,"Kidera (2)"
"CA010210038","M","29",16,"Kidera (2)"
"CA010210035","F","30",21,"Kidera (2)"
"CA010210041","M","17.5",6,"Kidera (2)"
"CA010210037","F","37",16,"Kidera (2)"
"CA031010280","F","23",11,"Bukati (10)"
"CA031010281","F","18",6,"Bukati (10)"
"CA010310068","F","21",1,"Kokare (3)"
"CA020510129","F","NA",4,"Kamunuoit (5)"
"CA051810511","M","58",36,"Luanda (18)"
"CA010210036","F","34",16,"Kidera (2)"
"CA010210038","M","25",11,"Kidera (2)"
"CA010210037","F","31",11,"Kidera (2)"
"CA010210039","M","23",6,"Kidera (2)"
"CA031010272","M","62",36,"Bukati (10)"
"CA031010273","M","37",31,"Bukati (10)"
"CA031010274","M","32",26,"Bukati (10)"
"CA041510423","F","53",31,"Namboboto (15)"
"CA041510428","F","16",6,"Namboboto (15)"
"CA041510424","F","34",31,"Namboboto (15)"
"CA052010578","F","28",6,"Magombe East (20)"
"CA020510121","F","44",36,"Kamunuoit (5)"
"CA020510122","M","61",36,"Kamunuoit (5)"
"CA020510124","M","46",26,"Kamunuoit (5)"
"CA020510123","M","41",31,"Kamunuoit (5)"
"CA052010577","M","26",6,"Magombe East (20)"
"CA031110307","F","44",11,"Ikonzo (11)"
"CA031110309","F","20",6,"Ikonzo (11)"
"CA031110306","F","31",16,"Ikonzo (11)"
"CA030810216","M","36.5",26,"Igero (8)"
"CA030810217","M","24",16,"Igero (8)"
"CA030810218","M","27",11,"Igero (8)"
"CA030810219","M","25",6,"Igero (8)"
"CA030810220","F","20",6,"Igero (8)"
"CA031410398","M","17.5",1,"Simur East (14)"
"CA020610159","F","33",16,"Karisa (6)"
"CA020610157","F","39",26,"Karisa (6)"
"CA020610160","F","26",11,"Karisa (6)"
"CA031210336","M","29",6,"Bumala A (12)"
"CA031210337","M","22",6,"Bumala A (12)"
"CA031210335","M","37",11,"Bumala A (12)"
"CA041610454","F","NA",31,"Ojwando B (16)"
"CA020410098","M","41",11,"Mabusi (4)"
"CA020410097","F","21.5",11,"Mabusi (4)"
"CA020410099","F","20.5",6,"Mabusi (4)"
"CA020410096","F","46",16,"Mabusi (4)"
"CA020410100","M","34",6,"Mabusi (4)"
"CA030710188","M","37",16,"Otimong (7)"
"CA030710191","M","19",6,"Otimong (7)"
"CA030710192","M","25.5",6,"Otimong (7)"
"CA030710190","F","29",11,"Otimong (7)"
"CA030710189","F","25",11,"Otimong (7)"
"CA051910548","F","27.5",6,"Bujwanga (19)"
"CA041710487","M","27",6,"Kodiere (17)"
"CA041710488","M","34.5",6,"Kodiere (17)"
"CA010310066","F","26.5",11,"Kokare (3)"
"CA010310068","F","16.5",6,"Kokare (3)"
"CA010310067","F","36.5",11,"Kokare (3)"
"CA010310069","F","16",6,"Kokare (3)"
"CA030910245","M","20",11,"Bulwani (9)"
"CA030910247","F","26",6,"Bulwani (9)"
"CA030910248","M","20",6,"Bulwani (9)"
"CA030910246","F","23",11,"Bulwani (9)"
"CA051810517","M","29",21,"Luanda (18)"
"CA031410396","M","35",11,"Simur East (14)"
"CA031410398","M","16",6,"Simur East (14)"
"CA031410397","M","36",11,"Simur East (14)"
"CA031410399","F","22",6,"Simur East (14)"
"CA010210032","F","NA",36,"Kidera (2)"
"CA010210034","F","NA",31,"Kidera (2)"
"CA010210033","F","NA",36,"Kidera (2)"
"CA010210031","F","NA",41,"Kidera (2)"
"CA010310069","F","NA",6.42857142857143,"Kokare (3)"
"CA010310070","F","22",1,"Kokare (3)"
"CA031010272","M","NA",41,"Bukati (10)"
"CA031010273","M","NA",36,"Bukati (10)"
"CA031010274","M","NA",31,"Bukati (10)"
"CA031010283","M","20",1,"Bukati (10)"
"CA041510429","M","24",1,"Namboboto (15)"
"CA020510131","F","16",1,"Kamunuoit (5)"
"CA010110013","F","20.5",1,"East Siboti (1)"
"CA052010575","F","NA",16.8571428571429,"Magombe East (20)"
"CA020610162","M","23",1,"Karisa (6)"
"CA020610163","M","18",1,"Karisa (6)"
"CA030810221","M","19",1,"Igero (8)"
"CA031410399","F","20.5",1,"Simur East (14)"
"CA031310370","M","25",1,"Yiro West (13)"
"CA031310369","M","29",1,"Yiro West (13)"
"CA020410101","M","25",1,"Mabusi (4)"
"CA030710193","M","20",1,"Otimong (7)"
"CA031310371","M","24",1,"Yiro West (13)"
"CA041710489","F","20.5",1,"Kodiere (17)"
"CA030910249","F","18",1,"Bulwani (9)"
"CA030910250","M","17.5",1,"Bulwani (9)"
"CA031210337","M","NA",6.71428571428571,"Bumala A (12)"
"CA031010282","F","19.5",1,"Bukati (10)"
"CA010210042","F","21",1,"Kidera (2)"
"CA031410400","F","20.5",1,"Simur East (14)"
"CA031110301","F","NA",35.5714285714286,"Ikonzo (11)"
"CA020510132","M","19",1,"Kamunuoit (5)"
"CA010310069","F","NA",7.28571428571429,"Kokare (3)"
"CA030910250","M","NA",3.14285714285714,"Bulwani (9)"
"CA031110311","M","22.5",1,"Ikonzo (11)"
"CA031110312","F","23",1,"Ikonzo (11)"
"CA041510430","M","21",1,"Namboboto (15)"
"CA031210339","M","18.5",1,"Bumala A (12)"
"CA031410401","M","19.5",1,"Simur East (14)"
"CA031210340","F","23.5",1,"Bumala A (12)"
"CA020610164","F","23.5",1,"Karisa (6)"
"CA010110014","F","21",1,"East Siboti (1)"
"CA031210341","M","31.5",1,"Bumala A (12)"
"CA031310372","F","19",1,"Yiro West (13)"
"CA030810222","M","24",1,"Igero (8)"
"CA030810223","M","29",1,"Igero (8)"
"CA031210342","F","20.5",1,"Bumala A (12)"
"CA041510431","M","16",1,"Namboboto (15)"
"CA030710194","F","22",1,"Otimong (7)"
"CA031310373","M","26",1,"Yiro West (13)"
"CA031010277","F","33.5",16,"Bukati (10)"
"CA031010276","M","38.5",21,"Bukati (10)"
"CA031010278","F","36",16,"Bukati (10)"
"CA041510426","M","48",16,"Namboboto (15)"
"CA041510425","F","36",31,"Namboboto (15)"
"CA041510421","M","NA",41,"Namboboto (15)"
"CA052010581","M","16",1,"Magombe East (20)"
"CA052010580","F","20",1,"Magombe East (20)"
"CA020510128","M","32",11,"Kamunuoit (5)"
"CA020510129","F","35",11,"Kamunuoit (5)"
"CA020510127","F","38",16,"Kamunuoit (5)"
"CA020510126","F","34",21,"Kamunuoit (5)"
"CA020510131","F","19",6,"Kamunuoit (5)"
"CA031110304","F","41",31,"Ikonzo (11)"
"CA031110301","F","NA",36,"Ikonzo (11)"
"CA031110306","F","35",21,"Ikonzo (11)"
"CA031110303","F","NA",36,"Ikonzo (11)"
"CA031110310","F","24",6,"Ikonzo (11)"
"CA030810216","M","33",31,"Igero (8)"
"CA030810217","M","25",21,"Igero (8)"
"CA030810218","M","30",16,"Igero (8)"
"CA030810220","F","25",11,"Igero (8)"
"CA030810219","M","36",11,"Igero (8)"
"CA030810221","M","21",6,"Igero (8)"
"CA031310368","M","24",11,"Yiro West (13)"
"CA031310367","M","23",11,"Yiro West (13)"
"CA031310364","F","NA",36,"Yiro West (13)"
"CA031310369","M","31",6,"Yiro West (13)"
"CA031310371","M","25",6,"Yiro West (13)"
"CA031310370","M","23",6,"Yiro West (13)"
"CA010110001","F","NA",46,"East Siboti (1)"
"CA010110011","F","30.5",11,"East Siboti (1)"
"CA010110012","M","15",11,"East Siboti (1)"
"CA010110008","M","33",21,"East Siboti (1)"
"CA010110007","F","70",31,"East Siboti (1)"
"CA010110004","F","NA",41,"East Siboti (1)"
"CA010110006","F","56",31,"East Siboti (1)"
"CA010110009","F","38.5",21,"East Siboti (1)"
"CA010110010","M","39",16,"East Siboti (1)"
"CA010110013","F","19",6,"East Siboti (1)"
"CA020610156","M","45.5",31,"Karisa (6)"
"CA020610152","M","NA",46,"Karisa (6)"
"CA020610153","F","NA",41,"Karisa (6)"
"CA020610157","F","43",31,"Karisa (6)"
"CA020610159","F","30",21,"Karisa (6)"
"CA031210333","M","NA",36,"Bumala A (12)"
"CA031210335","M","43",16,"Bumala A (12)"
"CA031210336","M","38",11,"Bumala A (12)"
"CA041610454","F","NA",36,"Ojwando B (16)"
"CA041610452","F","NA",36,"Ojwando B (16)"
"CA041610459","F","25",6,"Ojwando B (16)"
"CA020410092","M","NA",46,"Mabusi (4)"
"CA020410098","M","49",16,"Mabusi (4)"
"CA020410097","F","28",16,"Mabusi (4)"
"CA020410094","F","NA",36,"Mabusi (4)"
"CA020410095","M","39.5",21,"Mabusi (4)"
"CA020410096","F","51",21,"Mabusi (4)"
"CA030710189","F","20",16,"Otimong (7)"
"CA030710185","M","NA",36,"Otimong (7)"
"CA030710193","M","24",6,"Otimong (7)"
"CA030710181","F","NA",46,"Otimong (7)"
"CA030710184","M","NA",36,"Otimong (7)"
"CA041710489","F","21.5",6,"Kodiere (17)"
"CA041710482","M","NA",46,"Kodiere (17)"
"CA010310061","F","NA",46,"Kokare (3)"
"CA010310067","F","36",16,"Kokare (3)"
"CA010310068","F","24.5",11,"Kokare (3)"
"CA031210336","M","NA",12.4285714285714,"Bumala A (12)"
"CA010310065","F","45",21,"Kokare (3)"
"CA010310066","F","25",16,"Kokare (3)"
"CA010310070","F","22.5",6,"Kokare (3)"
"CA030910250","M","21.5",6,"Bulwani (9)"
"CA030910243","F","NA",41,"Bulwani (9)"
"CA030910241","F","NA",46,"Bulwani (9)"
"CA030910249","F","20",6,"Bulwani (9)"
"CA030910244","M","32",21,"Bulwani (9)"
"CA041510427","M","40",16,"Namboboto (15)"
"CA041510428","F","25",11,"Namboboto (15)"
"CA041510423","F","NA",36,"Namboboto (15)"
"CA041510429","M","28",6,"Namboboto (15)"
"CA052010574","F","36",31,"Magombe East (20)"
"CA052010576","M","26",16,"Magombe East (20)"
"CA052010572","M","NA",36,"Magombe East (20)"
"CA052010577","M","29",11,"Magombe East (20)"
"CA052010575","F","32",21,"Magombe East (20)"
"CA020510124","M","46",31,"Kamunuoit (5)"
"CA020510123","M","NA",36,"Kamunuoit (5)"
"CA020510125","F","37",21,"Kamunuoit (5)"
"CA020510122","M","NA",41,"Kamunuoit (5)"
"CA020510121","F","NA",41,"Kamunuoit (5)"
"CA031110307","F","52",16,"Ikonzo (11)"
"CA031110309","F","29",11,"Ikonzo (11)"
"CA031110305","M","36",31,"Ikonzo (11)"
"CA031110302","M","NA",36,"Ikonzo (11)"
"CA030810215","F","NA",36,"Igero (8)"
"CA030810212","M","NA",41,"Igero (8)"
"CA030810213","M","NA",41,"Igero (8)"
"CA031310362","M","NA",41,"Yiro West (13)"
"CA031310361","M","NA",46,"Yiro West (13)"
"CA031310363","M","NA",36,"Yiro West (13)"
"CA031310366","F","32",31,"Yiro West (13)"
"CA010110005","F","NA",36,"East Siboti (1)"
"CA020610151","M","NA",41,"Karisa (6)"
"CA031410396","M","42",16,"Simur East (14)"
"CA031410399","F","30",11,"Simur East (14)"
"CA020610162","M","30",6,"Karisa (6)"
"CA020610163","M","30",6,"Karisa (6)"
"CA020510129","F","NA",12,"Kamunuoit (5)"
"CA031210331","M","NA",46,"Bumala A (12)"
"CA031210337","M","19",11,"Bumala A (12)"
"CA031210334","M","58",31,"Bumala A (12)"
"CA031210339","M","16.5",6,"Bumala A (12)"
"CA052010580","F","NA",2.57142857142857,"Magombe East (20)"
"CA041610451","F","NA",41,"Ojwando B (16)"
"CA020410101","M","29",6,"Mabusi (4)"
"CA020410102","M","21",1,"Mabusi (4)"
"CA020410100","M","38",11,"Mabusi (4)"
"CA020410099","F","29",11,"Mabusi (4)"
"CA030710191","M","26",11,"Otimong (7)"
"CA030710192","M","32",11,"Otimong (7)"
"CA030710190","F","36",16,"Otimong (7)"
"CA030710186","M","71",31,"Otimong (7)"
"CA030710182","M","NA",41,"Otimong (7)"
"CA030710188","M","46",21,"Otimong (7)"
"CA051910548","F","26",11,"Bujwanga (19)"
"CA041710487","M","32",11,"Kodiere (17)"
"CA041710488","M","35",11,"Kodiere (17)"
"CA010310069","F","15",11,"Kokare (3)"
"CA010310063","M","NA",41,"Kokare (3)"
"CA010310062","F","NA",41,"Kokare (3)"
"CA030910245","M","23",16,"Bulwani (9)"
"CA030910242","F","NA",46,"Bulwani (9)"
"CA030910247","F","34",11,"Bulwani (9)"
"CA030910248","M","24",11,"Bulwani (9)"
"CA030910246","F","35",16,"Bulwani (9)"
"CA051810517","M","33",26,"Luanda (18)"
"CA031410401","M","24",6,"Simur East (14)"
"CA031410394","M","38",21,"Simur East (14)"
"CA031410400","F","31",6,"Simur East (14)"
"CA031410398","M","19",11,"Simur East (14)"
"CA031410397","M","39",16,"Simur East (14)"
"CA010210042","F","26",6,"Kidera (2)"
"CA010210031","F","NA",46,"Kidera (2)"
"CA010210041","M","23",11,"Kidera (2)"
"CA010210035","F","37",26,"Kidera (2)"
"CA010210040","F","32",11,"Kidera (2)"
"CA031010274","M","NA",36,"Bukati (10)"
"CA031010277","F","33",21,"Bukati (10)"
"CA031010273","M","NA",41,"Bukati (10)"
"CA010310071","M","17.5",1,"Kokare (3)"
"CA010310072","F","18",1,"Kokare (3)"
"CA030910251","F","23.5",1,"Bulwani (9)"
"CA051910551","F","16",1,"Bujwanga (19)"
"CA051810523","F","18",1,"Luanda (18)"
"CA010210043","M","19",1,"Kidera (2)"
"CA041510432","M","29",1,"Namboboto (15)"
"CA031310374","M","25",1,"Yiro West (13)"
"CA010210037","F","NA",22.7142857142857,"Kidera (2)"
"CA031110313","F","22",1,"Ikonzo (11)"
"CA010110015","M","20",1,"East Siboti (1)"
"CA030810224","F","24",1,"Igero (8)"
"CA041510434","F","20",1,"Namboboto (15)"
"CA020510134","M","20",1,"Kamunuoit (5)"
"CA031010284","F","24",1,"Bukati (10)"
"CA031110314","F","20",1,"Ikonzo (11)"
"CA052010584","F","24",1,"Magombe East (20)"
"CA020610166","F","23.5",1,"Karisa (6)"
"CA030910253","M","22",1,"Bulwani (9)"
"CA031310375","M","19",1,"Yiro West (13)"
"CA030810225","F","20",1,"Igero (8)"
"CA030710194","F","NA",5,"Otimong (7)"
"CA041510433","M","17",1,"Namboboto (15)"
"CA010310073","F","24",1,"Kokare (3)"
"CA030910252","M","22",1,"Bulwani (9)"
"CA052010577","M","NA",18.7142857142857,"Magombe East (20)"
"CA010310062","F","NA",46,"Kokare (3)"
"CA010310063","M","NA",46,"Kokare (3)"
"CA010310067","F","47",21,"Kokare (3)"
"CA010310068","F","32.5",16,"Kokare (3)"
"CA010310070","F","31",11,"Kokare (3)"
"CA010310072","F","23",6,"Kokare (3)"
"CA010310065","F","61",26,"Kokare (3)"
"CA010310066","F","30",21,"Kokare (3)"
"CA010310071","M","20",6,"Kokare (3)"
"CA030910245","M","30",21,"Bulwani (9)"
"CA030910250","M","30.5",11,"Bulwani (9)"
"CA030910247","F","43",16,"Bulwani (9)"
"CA030910248","M","36",16,"Bulwani (9)"
"CA030910251","F","28",6,"Bulwani (9)"
"CA020410103","F","18",1,"Mabusi (4)"
"CA010210044","M","19",1,"Kidera (2)"
"CA051910552","M","24",1,"Bujwanga (19)"
"CA031410404","F","19",1,"Simur East (14)"
"CA051810511","M","NA",46,"Luanda (18)"
"CA051810515","F","NA",36,"Luanda (18)"
"CA031410393","F","NA",36,"Simur East (14)"
"CA031410395","F","43",21,"Simur East (14)"
"CA031410392","F","NA",36,"Simur East (14)"
"CA031410391","M","NA",46,"Simur East (14)"
"CA010210032","F","NA",41,"Kidera (2)"
"CA010210039","M","39",16,"Kidera (2)"
"CA010210037","F","42",21,"Kidera (2)"
"CA010210034","F","NA",36,"Kidera (2)"
"CA010210033","F","NA",41,"Kidera (2)"
"CA031010280","F","27",16,"Bukati (10)"
"CA031010281","F","20",11,"Bukati (10)"
"CA031010278","F","39",21,"Bukati (10)"
"CA031010276","M","41",26,"Bukati (10)"
"CA041510426","M","48",21,"Namboboto (15)"
"CA041510425","F","NA",36,"Namboboto (15)"
"CA041510421","M","NA",46,"Namboboto (15)"
"CA041510427","M","44",21,"Namboboto (15)"
"CA020510133","F","13",1,"Kamunuoit (5)"
"CA031410403","F","18",1,"Simur East (14)"
"CA020510125","F","37",26,"Kamunuoit (5)"
"CA020510130","F","43",11,"Kamunuoit (5)"
"CA020510123","M","NA",41,"Kamunuoit (5)"
"CA020510128","M","35.5",16,"Kamunuoit (5)"
"CA020510131","F","24",11,"Kamunuoit (5)"
"CA020510132","M","23",6,"Kamunuoit (5)"
"CA031110301","F","NA",41,"Ikonzo (11)"
"CA031110309","F","30",16,"Ikonzo (11)"
"CA031110305","M","NA",36,"Ikonzo (11)"
"CA031110303","F","NA",41,"Ikonzo (11)"
"CA031110306","F","34",26,"Ikonzo (11)"
"CA031110312","F","23",6,"Ikonzo (11)"
"CA030810214","F","NA",41,"Igero (8)"
"CA030810216","M","NA",36,"Igero (8)"
"CA030810217","M","24",26,"Igero (8)"
"CA030810212","M","NA",46,"Igero (8)"
"CA031310364","F","NA",41,"Yiro West (13)"
"CA031310362","M","NA",46,"Yiro West (13)"
"CA030810213","M","NA",46,"Igero (8)"
"CA031310363","M","NA",41,"Yiro West (13)"
"CA031310361","M","52",51,"Yiro West (13)"
"CA010110010","M","41.5",21,"East Siboti (1)"
"CA010110006","F","NA",36,"East Siboti (1)"
"CA010110007","F","NA",36,"East Siboti (1)"
"CA010110011","F","30",16,"East Siboti (1)"
"CA010110001","F","56",51,"East Siboti (1)"
"CA020610157","F","NA",36,"Karisa (6)"
"CA020610164","F","25",6,"Karisa (6)"
"CA020610153","F","NA",46,"Karisa (6)"
"CA020610152","M","101",51,"Karisa (6)"
"CA041610459","F","NA",10.1428571428571,"Ojwando B (16)"
"CA031210333","M","NA",41,"Bumala A (12)"
"CA031210335","M","58",21,"Bumala A (12)"
"CA031210334","M","NA",36,"Bumala A (12)"
"CA031210331","M","51",51,"Bumala A (12)"
"CA041610451","F","NA",46,"Ojwando B (16)"
"CA041610452","F","NA",41,"Ojwando B (16)"
"CA041610459","F","28",11,"Ojwando B (16)"
"CA020410094","F","NA",41,"Mabusi (4)"
"CA020410097","F","34",21,"Mabusi (4)"
"CA020410098","M","52",21,"Mabusi (4)"
"CA020410092","M","43",51,"Mabusi (4)"
"CA030710188","M","48",26,"Otimong (7)"
"CA030710184","M","NA",41,"Otimong (7)"
"CA030710185","M","NA",41,"Otimong (7)"
"CA030710181","F","72",51,"Otimong (7)"
"CA031010283","M","23",6,"Bukati (10)"
"CA031010272","M","NA",46,"Bukati (10)"
"CA031010282","F","22",6,"Bukati (10)"
"CA041510423","F","NA",41,"Namboboto (15)"
"CA041510428","F","33",16,"Namboboto (15)"
"CA041510431","M","18",6,"Namboboto (15)"
"CA041510430","M","19",6,"Namboboto (15)"
"CA041510429","M","34",11,"Namboboto (15)"
"CA052010574","F","NA",36,"Magombe East (20)"
"CA052010576","M","24",21,"Magombe East (20)"
"CA052010572","M","NA",41,"Magombe East (20)"
"CA052010580","F","27",6,"Magombe East (20)"
"CA052010577","M","31",16,"Magombe East (20)"
"CA052010581","M","20",6,"Magombe East (20)"
"CA052010575","F","39",26,"Magombe East (20)"
"CA020510121","F","NA",46,"Kamunuoit (5)"
"CA020510126","F","37",26,"Kamunuoit (5)"
"CA020510124","M","NA",36,"Kamunuoit (5)"
"CA020510129","F","37",16,"Kamunuoit (5)"
"CA020510122","M","NA",46,"Kamunuoit (5)"
"CA020510127","F","40",21,"Kamunuoit (5)"
"CA031110304","F","NA",36,"Ikonzo (11)"
"CA031110307","F","NA",21,"Ikonzo (11)"
"CA031110302","M","NA",41,"Ikonzo (11)"
"CA031110310","F","28",11,"Ikonzo (11)"
"CA031110311","M","25",6,"Ikonzo (11)"
"CA030810222","M","23",6,"Igero (8)"
"CA030810221","M","24",11,"Igero (8)"
"CA030810215","F","NA",41,"Igero (8)"
"CA030810218","M","30",21,"Igero (8)"
"CA030810220","F","26",16,"Igero (8)"
"CA030810219","M","47",16,"Igero (8)"
"CA030810223","M","41",6,"Igero (8)"
"CA031310367","M","24",16,"Yiro West (13)"
"CA031310369","M","37",11,"Yiro West (13)"
"CA031310373","M","24",6,"Yiro West (13)"
"CA031310368","M","26",16,"Yiro West (13)"
"CA031310370","M","27",11,"Yiro West (13)"
"CA031310371","M","29",11,"Yiro West (13)"
"CA031310366","F","NA",36,"Yiro West (13)"
"CA031310372","F","27",6,"Yiro West (13)"
"CA010110013","F","26",11,"East Siboti (1)"
"CA010110009","F","NA",26,"East Siboti (1)"
"CA010110008","M","45",26,"East Siboti (1)"
"CA010110005","F","NA",41,"East Siboti (1)"
"CA010110014","F","25",6,"East Siboti (1)"
"CA010110004","F","NA",46,"East Siboti (1)"
"CA020610151","M","NA",46,"Karisa (6)"
"CA020610156","M","NA",36,"Karisa (6)"
"CA020610162","M","36",11,"Karisa (6)"
"CA020610163","M","32",11,"Karisa (6)"
"CA020610159","F","37",26,"Karisa (6)"
"CA031210339","M","25",11,"Bumala A (12)"
"CA031210340","F","32",6,"Bumala A (12)"
"CA031210342","F","16",6,"Bumala A (12)"
"CA041610454","F","NA",41,"Ojwando B (16)"
"CA020410101","M","31",11,"Mabusi (4)"
"CA020410102","M","23",6,"Mabusi (4)"
"CA020410100","M","NA",16,"Mabusi (4)"
"CA020410095","M","NA",26,"Mabusi (4)"
